Date,Hour,Temperature,Wet Temperature,Dew point Temperature,Relative humidity,wind speed,Wind Direction (Degrees)
30/04/2013,11:00,22.7,19.2,16.9,70,4,350
30/04/2013,14:00,23.1,20,18.2,74,5.5,350
30/04/2013,17:00,22.5,19.5,17.6,74,7,360
30/04/2013,20:00,21.9,18.2,15.7,68,4.5,360
30/04/2013,23:00,20.9,18.5,17.1,79,1.5,320
01/05/2013,2:00,20.2,18.6,17.6,85,3.5,360
01/05/2013,5:00,19,15.5,12.7,67,2,140
01/05/2013,8:00,22.3,18.3,15.6,66,2.5,230
01/05/2013,11:00,22,19.5,18,78,3.5,250
01/05/2013,14:00,23.6,20.9,19.3,77,2,310
01/05/2013,17:00,22.6,20.7,19.6,83,1,280
01/05/2013,20:00,22,19.9,18.6,81,3.5,240
01/05/2013,23:00,21.5,19.5,18.3,82,1.5,180
02/05/2013,2:00,20.6,19.1,18.2,86,1.5,230
02/05/2013,5:00,20.4,18.7,17.6,84,1.5,160
02/05/2013,8:00,22,19.5,18,78,3.5,230
02/05/2013,11:00,22.1,19.6,18.1,78,3.5,240
02/05/2013,14:00,22.7,20.9,19.8,84,3,280
02/05/2013,17:00,20.4,19.7,19.2,93,2.5,310
02/05/2013,20:00,19.1,18.8,18.6,97,2.5,270
02/05/2013,23:00,18.6,18.4,18.3,98,1.5,230
03/05/2013,2:00,18.7,18.5,18.4,98,0.5,270
03/05/2013,5:00,18,17.8,17.7,98,2,200
03/05/2013,8:00,18.2,17.8,17.6,96,3,260
03/05/2013,11:00,20.2,18.9,18.1,88,3,310
03/05/2013,14:00,21.4,19.5,18.4,83,2,330
03/05/2013,17:00,22.7,19.5,17.6,73,5,360
03/05/2013,20:00,21.7,19.8,18.7,83,2,360
03/05/2013,23:00,21.1,20.1,19.6,91,2,350
04/05/2013,2:00,19.7,19,18.5,93,0.5,260
04/05/2013,5:00,19.7,18.2,17.3,86,1,320
04/05/2013,8:00,19.5,18.8,18.3,93,1.5,300
04/05/2013,11:00,20.2,19.3,18.7,91,3,320
04/05/2013,14:00,20.9,19.9,19.4,91,6,350
04/05/2013,17:00,25.2,18.8,14.3,51,5,360
04/05/2013,20:00,23,18.6,15.5,63,1,360
04/05/2013,23:00,21.5,19.9,18.9,85,2,340
05/05/2013,2:00,20.3,19.6,19.1,93,0,0
05/05/2013,5:00,18.7,18.1,17.7,94,1.5,120
05/05/2013,8:00,20.2,18.8,18,87,2.5,240
05/05/2013,11:00,20.8,19.5,18.7,88,2.5,270
05/05/2013,14:00,22,20.4,19.4,85,2.5,300
05/05/2013,17:00,22.2,20.7,19.7,86,2.5,350
05/05/2013,20:00,21,19.7,18.9,88,2,330
05/05/2013,23:00,20.4,19.3,18.7,90,2,10
06/05/2013,2:00,20.2,19.1,18.5,90,1.5,230
06/05/2013,5:00,19.3,18.2,17.6,90,1,260
06/05/2013,8:00,19.9,18.2,17.1,84,4,250
06/05/2013,11:00,21.8,19.4,18,79,2.5,290
06/05/2013,14:00,22.5,20.1,18.7,79,3,310
06/05/2013,17:00,22.4,20.5,19.4,83,3,340
06/05/2013,20:00,21.6,20.3,19.5,88,3.5,360
06/05/2013,23:00,21.6,19.7,18.6,83,0.5,320
07/05/2013,2:00,20.9,19.7,19,89,0.5,190
07/05/2013,5:00,20,18.5,17.6,86,2,120
07/05/2013,8:00,21.6,19.6,18.4,82,3.5,240
07/05/2013,11:00,22,20,18.8,82,4,250
07/05/2013,14:00,22.5,20.5,19.3,82,3.5,290
07/05/2013,17:00,22.4,20.6,19.6,84,2.5,310
07/05/2013,20:00,21.3,19.8,18.9,86,1.5,320
07/05/2013,23:00,20.8,19.7,19.1,90,0.5,340
08/05/2013,2:00,20.3,19.1,18.4,89,1.5,180
08/05/2013,5:00,19.4,18.3,17.7,90,1.5,120
08/05/2013,8:00,22.6,19.4,17.5,73,1,100
08/05/2013,11:00,22.7,20.4,19.1,80,4.5,270
08/05/2013,14:00,22.9,20.6,19.3,80,3.5,330
08/05/2013,17:00,22.8,21,19.9,84,5.5,360
08/05/2013,20:00,21.9,20.7,20,89,4.5,350
08/05/2013,23:00,21.4,20.2,19.5,89,2.5,360
09/05/2013,2:00,21.2,20.2,19.7,91,2,250
09/05/2013,5:00,21.1,20,19.4,90,2,220
09/05/2013,8:00,22.7,20.2,18.7,78,1.5,180
09/05/2013,11:00,22.5,20.6,19.5,83,4.5,290
09/05/2013,14:00,23.3,21,19.8,81,5.5,310
09/05/2013,17:00,22.9,20.9,19.7,82,3.5,330
09/05/2013,20:00,22.4,20.9,19.9,86,4.5,320
09/05/2013,23:00,21.8,20.2,19.2,85,2.5,10
10/05/2013,2:00,21.4,20,19.1,87,1,10
10/05/2013,5:00,20.3,19,18.2,88,1,130
10/05/2013,8:00,22.4,20.3,19,81,2,300
10/05/2013,11:00,23.1,21,19.8,82,4,310
10/05/2013,14:00,23.6,21.1,19.7,79,7,330
10/05/2013,17:00,23.3,21.4,20.4,84,6,360
10/05/2013,20:00,22.6,21.5,20.9,90,7.5,320
10/05/2013,23:00,22.2,20.2,19,82,2,330
11/05/2013,2:00,21.7,19.9,18.9,84,2.5,210
11/05/2013,5:00,20.7,18.8,17.7,83,1.5,120
11/05/2013,8:00,21.9,19.5,18.1,79,3,240
11/05/2013,11:00,22.8,20.5,19.2,80,4,300
11/05/2013,14:00,22.9,19.7,17.8,73,5,330
11/05/2013,17:00,22.1,18.4,15.9,68,4,330
11/05/2013,20:00,21.4,18,15.7,70,2.5,30
11/05/2013,23:00,21.1,17.5,14.9,68,1.5,330
12/05/2013,2:00,20.5,17.7,15.7,74,2,290
12/05/2013,5:00,19.2,16,13.6,70,1,140
12/05/2013,8:00,21.2,17.8,15.5,70,2,250
12/05/2013,11:00,22,18.2,15.6,67,5,260
12/05/2013,14:00,22.3,18.7,16.3,69,6,280
12/05/2013,17:00,21.8,18.6,16.5,72,6,280
12/05/2013,20:00,21.1,18.2,16.3,74,3,290
12/05/2013,23:00,20.9,17.9,15.9,73,1.5,230
13/05/2013,2:00,19.7,17.1,15.3,76,3,160
13/05/2013,5:00,18.6,16.4,14.9,79,2,120
13/05/2013,8:00,23.5,17.3,12.7,51,2.5,190
13/05/2013,11:00,24.3,18.9,15.2,57,3,250
13/05/2013,14:00,25,18.7,14.4,52,2,340
13/05/2013,17:00,25,19.1,15,54,4.5,360
13/05/2013,20:00,22.3,18.5,16.1,68,1.5,120
13/05/2013,23:00,22.4,18,15,63,3,260
14/05/2013,2:00,21.1,18.2,16.3,74,5.5,270
14/05/2013,5:00,20.6,16.2,12.8,61,4,220
14/05/2013,8:00,22,16.5,12.2,54,4.5,220
14/05/2013,11:00,21.8,17.7,14.9,65,8.5,250
14/05/2013,14:00,22.1,18,15.2,65,10,260
14/05/2013,17:00,21.9,17.2,13.7,60,5.5,260
14/05/2013,20:00,21.2,17.2,14.3,65,3.5,310
14/05/2013,23:00,21,17.2,14.6,67,2.5,280
15/05/2013,2:00,19.8,16.1,13.2,66,2,170
15/05/2013,5:00,18.6,15.5,13,70,2.5,120
15/05/2013,8:00,18.2,15.2,12.8,71,7.5,260
15/05/2013,11:00,20.9,16.2,12.6,59,4.5,240
15/05/2013,14:00,21.8,17.9,15.1,66,5.5,240
15/05/2013,17:00,21.6,17.9,15.4,68,4.5,270
15/05/2013,20:00,21,17.9,15.7,72,4.5,300
15/05/2013,23:00,20.8,17.6,15.3,71,3.5,310
16/05/2013,2:00,20.7,17.6,15.5,72,2,310
16/05/2013,5:00,18.4,16,14.3,77,2.5,110
16/05/2013,8:00,19.8,17.7,16.2,80,1.5,130
16/05/2013,11:00,22,18.8,16.7,72,4,250
16/05/2013,14:00,22.4,18.6,15.9,67,4.5,290
16/05/2013,17:00,22.2,19,16.9,72,5,320
16/05/2013,20:00,21.4,18.5,16.6,74,3.5,340
16/05/2013,23:00,21.1,18.4,16.5,75,1.5,20
17/05/2013,2:00,20.1,17.5,15.7,76,1.5,120
17/05/2013,5:00,18.7,16.4,14.8,78,2.5,120
17/05/2013,8:00,22,18.8,16.7,72,2,330
17/05/2013,11:00,22.9,19.6,17.6,72,3.5,330
17/05/2013,14:00,23,20.1,18.3,75,6,320
17/05/2013,17:00,22.5,20.1,18.7,79,8.5,350
17/05/2013,20:00,22,19.5,18,78,3,20
17/05/2013,23:00,22.4,20.4,19.2,82,8,350
18/05/2013,2:00,20.8,19,18,84,1.5,80
18/05/2013,5:00,21.6,19.8,18.8,84,5,340
18/05/2013,8:00,22.7,19.9,18.2,76,1,210
18/05/2013,11:00,23.4,21.4,20.3,83,5,330
18/05/2013,14:00,23.7,21.2,19.8,79,3.5,340
18/05/2013,17:00,23.5,21.1,19.8,80,7.5,350
18/05/2013,20:00,23.2,20.9,19.7,81,3.5,340
18/05/2013,23:00,22.6,21.1,20.1,86,2,340
19/05/2013,2:00,21.9,20.5,19.6,87,1,60
19/05/2013,5:00,21,19.5,18.6,86,1,130
19/05/2013,8:00,22.8,20.9,19.8,83,2.5,250
19/05/2013,11:00,23.2,21.6,20.7,86,3,290
19/05/2013,14:00,24.6,21.3,19.4,73,2.5,310
19/05/2013,17:00,24.2,20.3,17.9,68,4,350
19/05/2013,20:00,23.8,19.5,16.8,65,5.5,350
19/05/2013,23:00,24,18.5,14.6,56,2.5,350
20/05/2013,2:00,23,18.9,16.3,66,1,310
20/05/2013,5:00,22.2,19.9,18.6,80,3.5,260
20/05/2013,8:00,23.2,20.1,18.3,74,2.5,230
20/05/2013,11:00,23.7,20.6,18.8,74,3,250
20/05/2013,14:00,23.9,21,19.4,76,4,270
20/05/2013,17:00,23.9,20.9,19.2,75,2.5,280
20/05/2013,20:00,22.5,20.4,19.1,81,1.5,300
20/05/2013,23:00,22.3,20,18.7,80,1.5,230
21/05/2013,2:00,21.9,19.8,18.5,81,2,170
21/05/2013,5:00,20.8,19.2,18.2,85,2,110
21/05/2013,8:00,23.6,20.3,18.2,72,3.5,240
21/05/2013,11:00,23.7,21,19.6,78,-,-
21/05/2013,14:00,23.9,21.6,20.4,81,-,-
21/05/2013,17:00,23.8,21.9,20.9,84,-,-
21/05/2013,20:00,24.8,19,15.1,55,-,-
21/05/2013,23:00,24.3,18.6,14.6,55,-,-
22/05/2013,2:00,22.1,18.4,15.9,68,-,-
22/05/2013,5:00,20.1,17.3,15.3,74,-,-
22/05/2013,8:00,23.2,20.4,18.7,76,-,-
22/05/2013,11:00,24.5,22,20.6,79,-,-
22/05/2013,14:00,25.3,22.6,21.2,78,-,-
22/05/2013,17:00,25.1,22,20.3,75,-,-
22/05/2013,20:00,23.4,21.6,20.7,85,-,-
22/05/2013,23:00,23.3,20.8,19.2,78,-,-
23/05/2013,2:00,22.1,19.3,17.7,76,-,-
23/05/2013,5:00,19.8,16.7,14.6,72,-,-
23/05/2013,8:00,23.5,20.8,19.2,77,-,-
23/05/2013,11:00,24.9,22.3,21,79,-,-
23/05/2013,14:00,24.6,22.7,21.7,84,6.5,340
23/05/2013,17:00,25.4,22,20.2,73,6.5,350
23/05/2013,20:00,24.3,21.9,20.6,80,5,350
23/05/2013,23:00,24,21.5,20.1,79,2,310
24/05/2013,2:00,22,20.2,19.2,84,1.5,110
24/05/2013,5:00,19.9,19.2,18.7,93,2,110
24/05/2013,8:00,21.4,20.6,20,92,3,230
24/05/2013,11:00,24.4,22.5,21.5,84,3,290
24/05/2013,14:00,25.3,23,21.8,81,5.5,340
24/05/2013,17:00,25.5,22.9,21.6,79,6.5,360
24/05/2013,20:00,25.1,21.8,20.1,74,4.5,350
24/05/2013,23:00,24.1,22.2,21.2,84,5,300
25/05/2013,2:00,23.9,21,19.4,76,2.5,120
25/05/2013,5:00,23.3,20.9,19.4,79,2,220
25/05/2013,8:00,24.3,22.2,21,82,4,300
25/05/2013,11:00,24.5,21.4,19.8,75,5,320
25/05/2013,14:00,24.5,21.1,19.1,72,5.5,310
25/05/2013,17:00,23.6,20.7,18.9,75,5,320
25/05/2013,20:00,22.6,19.6,17.7,74,3.5,320
25/05/2013,23:00,22.3,18.7,16.3,69,1.5,290
26/05/2013,2:00,22,18.2,15.6,67,2,290
26/05/2013,5:00,21.7,17.5,14.6,64,4,270
26/05/2013,8:00,22.5,17.6,14.1,59,2.5,280
26/05/2013,11:00,23.9,18.2,14.3,55,2.5,250
26/05/2013,14:00,23.8,19.1,16,62,4.5,280
26/05/2013,17:00,23.5,19.4,16.8,66,4,310
26/05/2013,20:00,22.5,18.7,16.3,68,3,280
26/05/2013,23:00,22,18.2,15.6,67,3.5,270
27/05/2013,2:00,21.4,17.9,15.5,69,1.5,170
27/05/2013,5:00,20.3,17.3,15.3,73,3,160
27/05/2013,8:00,23.3,19.4,16.8,67,4,220
27/05/2013,11:00,24.4,20.6,18.3,69,5,230
27/05/2013,14:00,25,21.1,18.9,69,4.5,250
27/05/2013,17:00,25.1,21.2,19,69,3,280
27/05/2013,20:00,23.5,21.1,19.8,80,2.5,260
27/05/2013,23:00,23.2,20.8,19.3,79,3,240
28/05/2013,2:00,22,20,18.8,82,2,150
28/05/2013,5:00,21.2,19.7,18.8,86,3,160
28/05/2013,8:00,24.1,20.7,18.7,72,4,220
28/05/2013,11:00,24.5,21.5,20,76,5.5,250
28/05/2013,14:00,25.3,21.6,19.6,71,5,260
28/05/2013,17:00,25.1,21.5,19.4,71,4,270
28/05/2013,20:00,23.5,21,19.6,79,2.5,300
28/05/2013,23:00,23,19.8,17.9,73,1,140
29/05/2013,2:00,21.1,18.9,17.5,80,2,120
29/05/2013,5:00,19.3,15.1,11.6,61,3,120
29/05/2013,8:00,24.4,17.3,11.6,45,1.5,290
29/05/2013,11:00,26.3,18.2,12.3,42,3,310
29/05/2013,14:00,27.2,19.7,14.8,47,4,350
29/05/2013,17:00,26.1,21,18,61,7,350
29/05/2013,20:00,25.9,18.6,13.3,46,2.5,10
29/05/2013,23:00,25.3,17.5,11.4,42,0.5,110
30/05/2013,2:00,24.6,18,13.1,49,1,130
30/05/2013,5:00,24.1,15.2,6.7,33,2.5,120
30/05/2013,8:00,28.1,20.8,16.3,49,1.5,250
30/05/2013,11:00,26.7,23.6,22.1,76,5.5,230
30/05/2013,14:00,25.8,23,21.4,77,6,230
30/05/2013,17:00,24.2,22.2,21.1,83,5.5,240
30/05/2013,20:00,23.6,21.3,20.1,81,3,230
30/05/2013,23:00,23.2,20.9,19.5,80,2,210
31/05/2013,2:00,23.1,20.6,19,78,2,170
31/05/2013,5:00,22.1,19.8,18.5,80,2.5,150
31/05/2013,8:00,24.4,20.6,18.3,69,1.5,200
31/05/2013,11:00,24.5,21.7,20.2,77,3,280
31/05/2013,14:00,25.2,22.2,20.7,76,3.5,310
31/05/2013,17:00,24.8,22.1,20.7,78,4,350
31/05/2013,20:00,24.1,22.3,21.4,85,3.5,360
31/05/2013,23:00,23.9,21.1,19.6,77,3.5,360
01/06/2013,2:00,23.6,19.8,17.6,69,2.5,360
01/06/2013,5:00,23.1,19.8,17.8,72,1.5,20
01/06/2013,8:00,24.2,22.4,21.5,85,3.5,350
01/06/2013,11:00,25.5,22.9,21.6,79,3,300
01/06/2013,14:00,26.1,23.1,21.5,76,3,290
01/06/2013,17:00,25.6,22.6,21,76,4.5,330
01/06/2013,20:00,24.5,21.1,19.1,72,3,10
01/06/2013,23:00,24,20.4,18.2,70,1.5,20
02/06/2013,2:00,22.6,19.7,17.9,75,1,140
02/06/2013,5:00,21.3,17.2,14.2,64,1.5,130
02/06/2013,8:00,25.1,19.1,15.1,54,2,270
02/06/2013,11:00,26.2,21.5,18.8,64,3.5,320
02/06/2013,14:00,27,22.6,20.3,67,7,360
02/06/2013,17:00,27.4,22.9,20.5,66,5,360
02/06/2013,20:00,26.3,23.4,21.9,77,2.5,360
02/06/2013,23:00,28.6,20.7,15.8,46,3,110
03/06/2013,2:00,27.1,19.5,14.4,46,1,170
03/06/2013,5:00,25.1,23.6,23,88,3,340
03/06/2013,8:00,26.5,23.6,22.3,78,2.5,300
03/06/2013,11:00,26.4,23.3,21.6,75,5.5,270
03/06/2013,14:00,25.4,22.8,21.5,79,7,300
03/06/2013,17:00,24.8,21.7,20,75,5,310
03/06/2013,20:00,23.8,20.7,18.9,74,2.5,290
03/06/2013,23:00,23.4,20.1,18,72,2.5,250
04/06/2013,2:00,22.9,19.3,17.1,70,3,240
04/06/2013,5:00,22.7,18.8,16.2,67,2.5,230
04/06/2013,8:00,23.8,19.3,16.3,63,2.5,280
04/06/2013,11:00,24.3,19.6,16.5,62,4,280
04/06/2013,14:00,25,20,16.9,61,3,310
04/06/2013,17:00,24.4,20.3,17.8,67,4.5,310
04/06/2013,20:00,23.4,19.6,17.4,69,3.5,330
04/06/2013,23:00,22.9,19.3,16.9,69,1.5,320
05/06/2013,2:00,22.4,18.6,15.9,67,1.5,120
05/06/2013,5:00,21.6,18.1,15.6,69,1.5,120
05/06/2013,8:00,24.1,19.6,16.8,64,2.5,310
05/06/2013,11:00,24.7,19.8,16.9,62,3.5,300
05/06/2013,14:00,24.9,20.2,17.3,63,5,320
05/06/2013,17:00,24.6,20.4,17.8,66,4.5,320
05/06/2013,20:00,23.5,20.2,18.1,72,3.5,350
05/06/2013,23:00,23.1,19.5,17.3,70,0.5,330
06/06/2013,2:00,21.7,18.8,17.1,75,2,120
06/06/2013,5:00,20,17.4,15.6,76,2.5,110
06/06/2013,8:00,23.7,20.2,18.1,71,3.5,250
06/06/2013,11:00,24.7,20.2,17.4,64,4,280
06/06/2013,14:00,25.5,22.1,20.3,73,5.5,320
06/06/2013,17:00,24.8,20.9,18.7,69,4.5,340
06/06/2013,20:00,24.3,20.7,18.5,70,2.5,360
06/06/2013,23:00,24.4,20,17.4,65,1.5,120
07/06/2013,2:00,22,18.3,15.8,68,0.5,150
07/06/2013,5:00,21.1,16.9,13.8,63,2.5,120
07/06/2013,8:00,25.2,21.9,20.2,74,1,300
07/06/2013,11:00,25.7,21.7,19.6,69,2.5,280
07/06/2013,14:00,25.2,21.5,19.5,71,4.5,290
07/06/2013,17:00,24.6,21,18.7,70,5,300
07/06/2013,20:00,23.6,20.4,18.5,73,3,290
07/06/2013,23:00,23.6,19.8,17.6,69,1.5,130
08/06/2013,2:00,21.7,19.1,17.5,77,2,110
08/06/2013,5:00,21.3,18.6,16.9,76,1,110
08/06/2013,8:00,25.4,18.3,13.2,47,2,110
08/06/2013,11:00,28.2,19,12.4,38,2.5,330
08/06/2013,14:00,29.7,21.2,16,44,2.5,330
08/06/2013,17:00,32.6,21,13.1,31,1,90
08/06/2013,20:00,28.2,25.5,24.2,79,0.5,360
08/06/2013,23:00,31.7,18.6,7.7,23,1.5,150
09/06/2013,2:00,26.2,22.5,20.5,71,2,210
09/06/2013,5:00,24.2,21.7,20.3,79,4,240
09/06/2013,8:00,24.6,21,19,71,7,240
09/06/2013,11:00,26.2,21.7,19.1,65,5.5,240
09/06/2013,14:00,25.8,22.2,20.3,72,6,280
09/06/2013,17:00,25.2,22.1,20.4,75,5,270
09/06/2013,20:00,24.3,21.5,20,77,3.5,280
09/06/2013,23:00,23.9,20.9,19.2,75,3,270
10/06/2013,2:00,23.9,21.2,19.8,78,4.5,260
10/06/2013,5:00,23.3,20.5,18.8,76,2,160
10/06/2013,8:00,24.8,21.3,19.4,72,3.5,230
10/06/2013,11:00,25.1,21.3,19.2,70,5,250
10/06/2013,14:00,25.4,21.5,19.5,70,6.5,260
10/06/2013,17:00,25.2,21.1,18.8,68,4,290
10/06/2013,20:00,24,20.6,18.6,72,2,290
10/06/2013,23:00,23.7,20.4,18.3,72,2.5,260
11/06/2013,2:00,23.4,20.2,18.3,73,1.5,180
11/06/2013,5:00,23.2,19.9,17.9,72,2.5,150
11/06/2013,8:00,24.3,20.2,17.8,67,3,250
11/06/2013,11:00,25.1,21.8,20.1,74,5,270
11/06/2013,14:00,25.7,22.1,20.3,72,4.5,290
11/06/2013,17:00,25.6,22.6,21,76,3.5,330
11/06/2013,20:00,24.4,22.1,20.9,81,3,10
11/06/2013,23:00,24.4,21.2,19.4,74,1,100
12/06/2013,2:00,24,21.7,20.5,81,0.5,290
12/06/2013,5:00,21.5,19.4,18.1,81,2.5,110
12/06/2013,8:00,26.7,18.8,13.3,44,2.5,250
12/06/2013,11:00,26.7,22.2,19.8,66,2.5,320
12/06/2013,14:00,28.1,23.8,21.6,68,3.5,320
12/06/2013,17:00,27.3,23.4,21.3,70,3.5,340
12/06/2013,20:00,25.4,23.1,21.9,81,4.5,290
12/06/2013,23:00,23.9,21.2,19.8,78,5.5,270
13/06/2013,2:00,23.6,20,17.8,70,4,250
13/06/2013,5:00,23.5,19,16,63,3,240
13/06/2013,8:00,24.8,19.4,15.9,58,3,220
13/06/2013,11:00,25.2,20.2,17.1,61,5.5,240
13/06/2013,14:00,25.2,21.3,19.1,69,6,280
13/06/2013,17:00,25.2,20.8,18.1,65,4.5,290
13/06/2013,20:00,24.2,20.1,17.7,67,3,270
13/06/2013,23:00,23.8,19.7,17.3,67,3,280
14/06/2013,2:00,23.8,20.6,18.7,73,3.5,270
14/06/2013,5:00,22.2,18.8,16.7,71,2,110
14/06/2013,8:00,24.4,20.3,17.8,67,2.5,250
14/06/2013,11:00,25.1,20.8,18.3,66,4,280
14/06/2013,14:00,25.6,21.6,19.5,69,6,300
14/06/2013,17:00,25.2,21.1,18.8,68,5,310
14/06/2013,20:00,24,19.9,17.5,67,3,300
14/06/2013,23:00,23.8,19.5,16.8,65,2.5,280
15/06/2013,2:00,23.4,19.2,16.4,65,3,290
15/06/2013,5:00,23,18.8,16,65,1.5,160
15/06/2013,8:00,24.3,19.3,16,60,2.5,250
15/06/2013,11:00,25.2,20.2,17.1,61,3.5,270
15/06/2013,14:00,25.7,21,18.1,63,4.5,280
15/06/2013,17:00,25.3,21,18.5,66,4.5,310
15/06/2013,20:00,24.3,20.7,18.5,70,5,310
15/06/2013,23:00,23.8,20,17.7,69,4,310
16/06/2013,2:00,23.4,19.5,17.1,68,3.5,300
16/06/2013,5:00,23.3,19.5,17.3,69,3,290
16/06/2013,8:00,24.4,19.9,17.1,64,3,270
16/06/2013,11:00,25,20.8,18.2,66,4,280
16/06/2013,14:00,25.7,21.5,19.1,67,4.5,290
16/06/2013,17:00,25.4,21.3,19,68,4.5,310
16/06/2013,20:00,24.2,20.7,18.6,71,3.5,310
16/06/2013,23:00,23.9,20.4,18.3,71,2.5,300
17/06/2013,2:00,23.8,20.2,18,70,2.5,270
17/06/2013,5:00,23.2,20,18.1,73,1,130
17/06/2013,8:00,24.5,20.6,18.2,68,2.5,250
17/06/2013,11:00,25.3,21.2,18.9,68,4.5,270
17/06/2013,14:00,26,22.1,20.1,70,5,300
17/06/2013,17:00,25.7,22.1,20.3,72,4,310
17/06/2013,20:00,24.7,21.6,20,75,1.5,280
17/06/2013,23:00,24.2,21.5,20.1,78,2,220
18/06/2013,2:00,23.9,21.2,19.8,78,1.5,150
18/06/2013,5:00,23,21,19.8,82,2.5,150
18/06/2013,8:00,25.6,22.2,20.4,73,3,210
18/06/2013,11:00,25.6,22.5,20.8,75,5,250
18/06/2013,14:00,26.5,23.6,22.1,77,4.5,270
18/06/2013,17:00,26.6,23.6,22.2,77,3,270
18/06/2013,20:00,25.3,23.4,22.6,85,1.5,240
18/06/2013,23:00,25.2,22.6,21.3,79,1.5,220
19/06/2013,2:00,24.9,22.7,21.6,82,1.5,160
19/06/2013,5:00,23.7,21.9,21,85,2.5,150
19/06/2013,8:00,25.7,23,21.6,78,3.5,230
19/06/2013,11:00,26.3,23.4,22.1,78,6,240
19/06/2013,14:00,27.4,24.1,22.6,75,5,270
19/06/2013,17:00,26.8,24.4,23.3,81,4,310
19/06/2013,20:00,25.8,23.7,22.7,83,1,260
19/06/2013,23:00,25.2,23.6,22.9,87,2,230
20/06/2013,2:00,25.1,23,22,83,1.5,180
20/06/2013,5:00,24.5,22.5,21.4,83,1,160
20/06/2013,8:00,25.9,23.2,21.8,78,3,220
20/06/2013,11:00,26.3,23.7,22.6,80,5,250
20/06/2013,14:00,27.8,24.5,22.9,75,4,270
20/06/2013,17:00,27.5,24.2,22.7,75,3.5,310
20/06/2013,20:00,26.2,23.8,22.7,81,2.5,350
20/06/2013,23:00,26,23.4,22.1,79,1,240
21/06/2013,2:00,25.2,22.4,20.9,77,1,150
21/06/2013,5:00,23.5,20.7,19,76,2,120
21/06/2013,8:00,26.8,23.1,21.1,71,3.5,220
21/06/2013,11:00,26.8,23.8,22.4,77,4,260
21/06/2013,14:00,27.8,23.1,20.6,65,4.5,280
21/06/2013,17:00,27.5,24,22.4,74,3,320
21/06/2013,20:00,26.3,20.7,17.3,58,1,350
21/06/2013,23:00,26.5,21.3,18.3,61,0.5,60
22/06/2013,2:00,25.5,20.8,17.9,63,1,180
22/06/2013,5:00,22.7,18,14.8,61,1.5,110
22/06/2013,8:00,26,23,21.4,76,2.5,270
22/06/2013,11:00,26.9,23.7,22.1,75,3.5,280
22/06/2013,14:00,28,23.8,21.8,69,4,300
22/06/2013,17:00,27,23.8,22.4,76,6,350
22/06/2013,20:00,26,23.3,21.9,78,2.5,10
22/06/2013,23:00,25.7,24,23.2,86,2.5,310
23/06/2013,2:00,24.9,22.9,21.8,83,1,90
23/06/2013,5:00,23.3,21.6,20.6,85,2,110
23/06/2013,8:00,25.4,23,21.7,80,2,250
23/06/2013,11:00,26.7,23.3,21.4,73,3.5,260
23/06/2013,14:00,27.3,24,22.5,75,4,280
23/06/2013,17:00,27.3,23.8,22.2,74,4,320
23/06/2013,20:00,26.1,23.4,22.2,79,3,350
23/06/2013,23:00,25.5,23.2,22,81,2,330
24/06/2013,2:00,24.9,22.3,21,79,0.5,180
24/06/2013,5:00,24,21.7,20.5,81,2.5,160
24/06/2013,8:00,26.1,22.7,20.9,73,3,230
24/06/2013,11:00,26.6,23.3,21.6,74,5,250
24/06/2013,14:00,27.5,24,22.4,74,5,270
24/06/2013,17:00,27,24.1,22.8,78,4,310
24/06/2013,20:00,25.9,23.5,22.4,81,1.5,300
24/06/2013,23:00,25.6,23.3,22.3,82,1.5,240
25/06/2013,2:00,25,22.6,21.3,80,2,180
25/06/2013,5:00,23.9,21.8,20.6,82,3,150
25/06/2013,8:00,26.2,22.9,21.2,74,3.5,220
25/06/2013,11:00,26.7,23.3,21.4,73,5,250
25/06/2013,14:00,27.2,23.8,22.1,74,4,250
25/06/2013,17:00,27.3,24,22.5,75,3,260
25/06/2013,20:00,26,23.6,22.5,81,3,250
25/06/2013,23:00,25.6,23.5,22.5,83,3,250
26/06/2013,2:00,25.3,23,22,82,2,180
26/06/2013,5:00,23.7,21.8,20.8,84,2.5,110
26/06/2013,8:00,25.9,22.6,20.9,74,3.5,220
26/06/2013,11:00,26.8,23.8,22.4,77,5.5,250
26/06/2013,14:00,27.6,24.4,23,76,4,290
26/06/2013,17:00,27.8,24.3,22.7,74,3.5,320
26/06/2013,20:00,26.5,23.6,22.3,78,2,350
26/06/2013,23:00,25.9,23.3,22,79,1.5,330
27/06/2013,2:00,25.3,23,21.8,81,1,280
27/06/2013,5:00,23.9,21.1,19.6,77,2,120
27/06/2013,8:00,26.4,22.7,20.7,71,2.5,240
27/06/2013,11:00,26.8,22.8,20.6,69,5,270
27/06/2013,14:00,27.2,23.1,21,69,4,300
27/06/2013,17:00,27.2,23.4,21.5,71,3.5,320
27/06/2013,20:00,25.6,22.8,21.3,77,1,330
27/06/2013,23:00,25,22.7,21.5,81,1.5,280
28/06/2013,2:00,24.8,22,20.5,77,2.5,240
28/06/2013,5:00,23.7,21.6,20.4,82,1.5,130
28/06/2013,8:00,26.1,22.1,19.9,69,2.5,210
28/06/2013,11:00,26.7,22.7,20.5,69,4,250
28/06/2013,14:00,27.2,23.3,21.2,70,4,280
28/06/2013,17:00,27.6,23.9,22.1,72,3,270
